date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Mkt_RF,SMB,HML,RMW,CMA,RF,UMD,other
2015m07,4.96,-2.09,-2.06,-8.93,2.38,1.55,4.91,3.49,2.65,1.54,-4.55,-4.13,0.3,-2.41,0,9.98,0.068927738
2015m08,-4.11,-6.14,-5.62,-3.64,-5.79,-8.38,-5.37,-8.37,-4.06,-6.04,0.25,2.77,0.68,1.19,0,-2.09,0.062707737
2015m09,-0.56,-3.3,-4.26,-5.74,-1.48,-2.49,-1.79,-6.95,-0.5,-3.07,-2.79,0.56,1.77,-0.58,0,5.22,0.367622763
2015m10,6.8,6.78,9.42,12.17,10.18,9.07,4.51,7.5,2.09,7.75,-2.07,-0.46,0.88,0.52,0,-3.28,0.742757521
2015m11,-0.91,1.94,0.43,1.06,1.25,-2.02,0.91,0.57,-3.44,0.56,3.31,-0.42,-2.75,-0.99,0,2.28,0.429857772
2015m12,0.78,-3.99,-2.58,-9.61,-2.63,-2.97,0.31,0.29,-2.36,-2.17,-2.99,-2.61,0.5,-0.02,0.01,3.36,0.68532085
2016m01,0.17,-12.63,-5.72,-4.36,-6.12,0.34,-4.18,-10.13,4.67,-5.77,-3.47,2.09,2.82,3.08,0.01,1.44,0.413825801
2016m02,0.59,4.09,3.35,-2.95,-0.86,0.95,0.07,-0.98,1.75,-0.07,0.88,-0.57,3.25,2.02,0.02,-4.38,0.814947197
2016m03,5,10.8,6.9,10.89,8.35,6.13,5.72,3.96,7.86,6.96,1.07,1.19,0.77,-0.08,0.02,-5.01,0.985583696
2016m04,0.3,1.52,2.32,9.17,-4.1,0.67,-0.64,4.95,-0.8,0.91,1.23,3.28,-2.97,1.9,0.01,-6.02,0.329808963
2016m05,0.73,-1.2,-0.52,-0.59,5.07,0.29,0.98,2.41,2.24,1.78,-0.61,-1.66,-1.09,-2.48,0.01,1.42,0.509507929
2016m06,4.73,-5.8,0.92,2.55,-1.77,3.57,0.88,-0.16,7.42,-0.05,0.45,-1.48,1.4,1.94,0.02,4.13,0.097749449
2016m07,-0.06,8.81,4.07,-2.73,7.63,2.24,3.51,6.16,-0.26,3.95,2.48,-1.32,1.26,-1.18,0.02,-3.34,0.126027804
2016m08,-0.61,0.19,1.48,1.61,1.8,-3.17,-1.42,-3.14,-3.77,0.49,1.68,3.18,-1.85,-0.34,0.02,-3.49,0.869791908
2016m09,-2.48,-1.66,-0.09,2.83,2.3,0.48,-0.67,0.58,1.83,0.25,1.85,-1.24,-2.21,0.03,0.02,0.19,0.988602529
2016m10,-0.18,-3.56,-2.58,-2.96,-1.14,-3.03,-3.97,-7.52,-0.67,-2.02,-4.02,4.09,0.93,0.28,0.02,0.59,0.347633454
2016m11,-3.87,7.49,6.29,9.57,0.62,6.55,4.39,2.4,-2.64,4.86,7.07,8.21,-0.18,3.7,0.01,-4.62,0.405085663
2016m12,3.46,4,0.5,1.97,0.95,4.88,-0.4,0.72,3.61,1.82,0.41,3.53,1.22,-0.23,0.03,-0.26,0.009359866
2017m01,1.69,2.94,3.35,-4.29,4.58,3.36,1.03,2.03,1.07,1.94,-1.46,-2.75,-0.49,-0.99,0.04,-0.93,0.936566827
2017m02,3.75,0.62,4.16,-2.46,4.89,-0.03,2.82,7,3.98,3.57,-2.22,-1.67,0.47,-1.83,0.04,-1.65,0.423731167
2017m03,0.88,0.23,0.13,-1.19,2.09,0.92,0.81,0.04,0.37,0.17,0.74,-3.35,0.61,-0.94,0.03,-1.02,0.74819732
2017m04,0.51,1.85,1.86,-2.74,2.61,0.17,2.7,0.91,0.33,1.09,0.48,-2.13,1.9,-1.6,0.05,0.48,0.210628401
2017m05,3.23,-0.36,1.29,-3.36,4.23,-1.4,1.65,-0.26,2.43,1.06,-3.06,-3.78,0.95,-1.79,0.06,1.48,0.056631081
2017m06,-1.06,3.59,1.21,-0.15,-2.04,-2.45,-1.94,5.54,-1.91,0.78,2.58,1.48,-2.22,0,0.06,-0.09,0.645746942
2017m07,-0.13,-1.19,2.18,2.06,3.67,5.27,0.16,0.7,2.99,1.87,-1.69,-0.31,-0.64,-0.2,0.07,1.69,0.520839018
2017m08,-1.75,-0.02,0.34,-5.09,3.01,-2.47,-1.63,2.59,2.17,0.16,-1.82,-2.09,0.14,-2.38,0.09,3.3,0.364924801
2017m09,-0.4,5.29,4.22,10.93,0.68,-1.51,2.42,2.09,-1.95,2.51,4.78,3.14,-1.47,1.69,0.09,-1.33,0.193320694
2017m10,0.08,1.2,2.78,0.5,6.93,-5.55,2.78,-2.26,3.02,2.25,-1.94,0.2,0.93,-3.25,0.09,4.27,0.748212951
2017m11,4.07,-0.65,3.46,2.95,1.04,4.07,8.04,2.46,2.42,3.12,-0.33,-0.03,3.16,-0.05,0.08,-0.92,0.133215909
2017m12,2.01,-0.87,2.29,5.01,-0.16,4.48,2.44,-0.15,-4.98,1.06,-1.07,0.06,0.74,1.69,0.09,-1.54,0.078197757
2018m01,1.93,2.66,4.1,2.8,7.85,3.16,9.41,6.38,-2.81,5.57,-3.18,-1.29,-0.76,-0.96,0.12,4.05,0.798030046
2018m02,-6.22,-6.08,-4.04,-10.75,-0.09,-7.05,-4.64,-3.49,-4.54,-3.65,0.32,-1.04,0.52,-2.37,0.11,3.55,0.196685199
2018m03,-1.08,-5.74,-2.24,3,-3.17,-2.54,-2.52,-2.41,3.17,-2.35,3.59,-0.21,-0.46,0.01,0.11,-1.13,0.000326165
2018m04,-3.98,-0.07,-3.42,10.05,-0.21,-2.28,3.93,-0.04,2.78,0.28,0.93,0.54,-2.42,1.3,0.14,0.37,0.639788921
2018m05,-0.56,2.97,2.52,3.41,6.81,-0.83,0.87,2.37,0.22,2.65,4.73,-3.2,-2.04,-1.5,0.14,3.87,0.892056524
2018m06,4.55,0.88,-1.01,0.53,-0.4,6.43,3.03,1.48,2.61,0.48,0.8,-2.34,0.79,0.24,0.14,-2.36,0.054146569
2018m07,2.86,-1.63,5.25,1.09,2.45,2.71,3.22,5.92,1.69,3.19,-1.93,0.47,1.56,0.35,0.16,-1.42,0.061029662
2018m08,-1.15,-0.72,-0.35,-2.84,7.2,2.91,8.04,4.5,0.93,3.44,0.64,-3.94,-0.31,-2.7,0.16,5.28,0.759505468
2018m09,0.72,-3.95,1.31,3.37,-0.14,1.77,0.6,2.08,-0.56,0.06,-2.48,-1.7,0.63,1.29,0.15,0.04,0.560246375
2018m10,-0.24,-2.86,-9.92,-11.92,-8.77,-0.43,-8.78,-8.79,-0.07,-7.68,-4.46,3.4,0.94,3.59,0.19,-2.08,0.941147864
2018m11,0.48,5.33,4.64,-2.2,-1.53,2.53,2.47,6.42,3.28,1.69,-0.77,0.3,-0.55,0.39,0.18,-1.37,0.196566921
2018m12,-11.29,-11.37,-8.74,-13.04,-8.14,-8.7,-9.06,-8.25,-4.76,-9.57,-2.88,-1.84,-0.02,0.21,0.2,2.11,0.981191896
2019m01,7.29,10.54,9.72,10.33,9.29,5.44,8.2,5.32,5.42,8.4,3.03,-0.46,-0.8,-1.51,0.21,-8.66,0.758806474
2019m02,1.34,3.75,5.19,2.47,5.76,3.23,0.68,3.3,3.56,3.4,1.74,-2.67,0.12,-1.59,0.18,0.85,0.142624554
2019m03,3.66,-5.36,-0.85,2.02,3.78,0.45,3.43,0.5,3.33,1.1,-3.51,-4.17,0.9,-0.95,0.19,2.21,0.873819573
2019m04,3.13,3.33,4.05,0.22,5.85,6.02,4.63,-3.16,1,3.97,-1.17,2.15,1.61,-2.22,0.21,-2.98,0.405292588
2019m05,-5.62,-12.43,-9.16,-11.83,-8.44,-3,-6.04,-3.4,-1.55,-6.94,-1.59,-2.37,-0.46,1.77,0.21,7.57,0.413262766
2019m06,4.92,13.15,8.07,8.83,8.03,5.14,7.14,6.83,3.64,6.93,0.37,-0.71,0.9,-0.44,0.18,-2.25,0.546431876
2019m07,1.75,1.03,0.94,-2.68,3.47,2.05,0.91,-2.18,-1.01,1.19,-1.78,0.48,-0.08,0.36,0.19,2.89,0.762233579
2019m08,-1.38,-4.76,-1.69,-8.74,-2.57,0.29,0.12,-0.64,3.44,-2.58,-3.24,-4.78,0.56,-0.68,0.16,7.03,0.821578435
2019m09,1.87,3.69,3.85,3.68,1.17,1.23,0.86,-0.98,3.93,1.43,0.27,6.75,1.84,3.37,0.18,-6.81,0.349877984
2019m10,0.07,7.15,0.08,-2.07,3.19,2.16,0.78,4.68,-1.39,2.06,0.26,-1.91,0.44,-0.96,0.16,0.15,0.764233238
2019m11,2.18,2.69,3.28,1.16,5.23,2.49,2.16,5.61,-2.14,3.87,0.44,-2.02,-1.59,-1.24,0.12,-2.63,0.797322668
2019m12,3.5,5.49,1.36,6.2,3.78,1.02,1.32,3.46,4.11,2.77,0.97,1.75,0.01,1.24,0.14,-1.83,0.934014046
2020m01,-0.35,6.5,-2.74,-11.88,3.36,-2.1,1.02,-1.99,4.83,-0.11,-4.38,-6.25,-1.17,-2.32,0.13,5.98,0.020311057
2020m02,-8.67,-7.16,-8.6,-15.3,-6.92,-6.21,-6.83,-5.36,-9.85,-8.13,0.04,-3.81,-1.47,-2.51,0.12,-0.39,0.563146181
2020m03,-11.38,-22.8,-16.92,-34.47,-9.86,-13.32,-7.6,-5.09,-12.94,-13.39,-8.28,-13.87,-1.57,1.24,0.13,7.97,0.031056571
2020m04,8.05,26.15,10.87,32.36,15.32,9.53,18.05,13.48,5.08,13.65,2.56,-1.33,2.72,-1,0,-5.24,0.66531956
2020m05,3.26,7.35,5.8,0.52,7.97,4.79,4.33,4.15,4.6,5.58,1.97,-4.88,0.95,-3.26,0.01,0.4,0.172659791
2020m06,0.01,14.7,2.58,-0.4,5.9,-2.6,4.28,-1.45,-5,2.46,1.96,-2.2,0.09,0.54,0.01,-0.75,0.620595739
2020m07,5.86,19.07,4.57,-4.77,6.97,5.04,9.47,4.39,6.35,5.77,-3.2,-1.41,0.41,1.02,0.01,7.63,0.902207168
2020m08,4.45,41.97,6.18,-1.08,10.43,5.6,8.15,2.35,-2.24,7.63,-0.89,-2.97,4.28,-1.19,0.01,0.55,0.020129444
2020m09,-2.07,-9.2,-0.16,-14.9,-5.2,-1.98,-3.86,-1.46,-0.32,-3.63,0.01,-2.71,-1.36,-1.85,0.01,3.14,0.340554007
2020m10,-2.69,-3.38,-0.72,-4.5,-1.88,-3.85,-2.64,-4.4,4.47,-2.1,4.64,4.25,-0.83,-0.78,0.01,-3.04,0.354158053
2020m11,10.02,34.48,13.94,28.49,10.8,14.48,8.32,9.86,2.68,12.47,7.12,2.09,-2.2,1.39,0.01,-12.45,0.101652462
2020m12,4.91,15.63,2.53,6.27,5.14,5.24,1.4,4.7,0.63,4.63,4.79,-1.51,-1.96,-0.12,0.01,-2.46,0.020099949
2021m01,-4.15,11.83,-2.35,4.67,0.59,-3.52,-0.16,3.43,-0.44,-0.03,6.94,3.01,-3.78,4.94,0.01,4.5,0.676770543
2021m02,1.32,-8.3,5.54,23.36,1.57,4.24,-1.67,-1.28,-4.57,2.78,4.54,7.15,0.39,-1.94,0,-7.85,0.997502825
2021m03,7.27,0.69,7.73,2.25,0.72,1.62,5.7,-0.08,10.37,3.08,-0.88,7.39,6.37,3.42,0,-6.18,0.192059803
2021m04,3.32,4.32,2.47,0.72,6.41,3.06,7.18,2.97,3.97,4.93,-3.16,-0.95,2.44,-2.7,0,1.16,0.302884461
2021m05,1.97,-5.46,2.76,6.16,-0.85,-0.58,-2.25,-0.11,-1.16,0.29,1.22,7.09,2.45,3.04,0,0.84,0.508823961
2021m06,-0.8,5.68,-1.01,5.51,6.92,0.02,2.82,4.39,-1.41,2.75,-0.34,-7.87,-2.14,-0.94,0,2.18,0.242589417
2021m07,0.21,-0.96,1.33,-8.58,3.38,0.33,0.26,2.92,2.97,1.27,-4.61,-1.78,5.46,-0.52,0,-2.28,0.633369442
2021m08,-0.28,1.78,0.55,-1.19,4.65,1.34,2.38,2.85,3.23,2.91,-0.68,-0.15,-0.28,-1.79,0,2.45,0.257553988
2021m09,-4.56,2.8,-5.79,10.99,-6.22,-5.58,-4.2,-6.01,-4.86,-4.37,1.12,5.08,-1.95,2.1,0,1.49,0.107845062
2021m10,3.74,30.86,4.99,10.33,7.8,-4.23,4.97,2.25,5.11,6.65,-2.7,-0.49,1.66,-1.45,0,3.2,0.704639051
2021m11,-3.87,2.04,-0.69,-5.35,0.99,-7.18,1.5,-4.29,-1.96,-1.55,-1.77,-0.45,7.2,1.73,0,0.89,0.978724646
2021m12,8.06,-4.69,5.81,3.1,1.79,3.91,1.36,6.62,8.55,3.1,-0.8,3.26,4.91,4.4,0.01,-2.6,0.243128349
2022m01,-0.66,-10.31,-5.84,17.43,-8.34,-1.91,-8.95,-8.77,-2.1,-6.25,-4.06,12.75,0.85,7.73,0,-2.58,0.322379267
2022m02,-0.56,-7.08,-1.23,8.27,-4.98,0.27,-1.52,-1,-1.1,-2.29,2.92,3.09,-2.09,3.12,0,1.77,0.100897958
2022m03,0.43,15.05,0.92,9.72,3.29,-2.44,3.02,5.13,9.67,3.05,-2.17,-1.81,-1.52,3.15,0.01,2.97,0.310302216
2022m04,2.26,-16.96,-5.3,-1.24,-12.6,-10.63,-9.93,-6.88,-3.71,-9.46,-0.39,6.16,3.52,5.89,0.01,4.89,0.545799478
2022m05,-1.63,-9.04,-0.38,15.57,-2.09,8.62,-4.09,0.96,4.79,-0.34,-0.06,8.39,1.56,3.97,0.03,2.45,0.76894539
2022m06,-3.91,-11.89,-9.45,-16.52,-8.31,-6.65,-7.72,-2.01,-6.54,-8.43,1.3,-5.97,1.81,-4.69,0.06,0.75,0.479150519
2022m07,4.15,27.65,8.37,10.43,11.77,-0.04,14.65,2.77,6.3,9.57,1.83,-4.05,0.82,-6.84,0.08,-3.95,0.114995203
2022m08,-1.82,-5.81,-3.48,3.32,-5.25,-2.86,-3.14,-5.03,0.15,-3.77,1.52,0.29,-4.75,1.29,0.19,2.04,0.404879924
2022m09,-8.35,-6.55,-11.54,-9.14,-11.42,-13.85,-7.63,-1.91,-11.62,-9.35,-1.05,0.05,-1.51,-0.8,0.19,3.52,0.347149868
2022m10,9.98,-6.61,12.21,23.61,5.02,10.58,4.25,8.8,3.51,7.83,1.9,8.02,3.34,6.63,0.23,3.96,0.413644421
2022m11,5.3,-8.1,9.03,0.99,5.28,2.15,3.85,5.35,6.78,4.6,-2.73,1.39,6.38,3.18,0.29,-1.97,0.276794525
2022m12,-2.66,-28.07,-2.35,-4.17,-7.92,-6.81,-7.97,-1.74,-1.21,-6.41,-0.16,1.36,0.26,4.21,0.33,4.55,0.260028052
2023m01,-0.37,29.03,5.93,2.82,9.71,13.53,9.74,-1.03,-1.24,6.65,4.4,-4.02,-2.43,-4.47,0.35,-16.02,0.178628868
2023m02,-2.18,11,-1.85,-6.84,-0.25,-6.5,-4.65,-4.29,-5.32,-2.58,0.66,-0.81,1.01,-1.33,0.34,0.16,0.630693358
2023m03,3.13,-0.62,0.37,-0.32,10.33,-0.13,3.49,2.49,3.89,2.51,-6.94,-8.86,2.24,-2.37,0.36,-2.47,0.302225968
2023m04,3.16,-15.24,-0.58,2.59,0.26,0.99,2.19,4.12,1.72,0.61,-2.56,-0.04,2.42,2.86,0.35,1.62,0.620550346
2023m05,-5.35,13.52,-5.54,-9.51,8.23,-9.4,0.62,-3.67,-5.82,0.35,-0.38,-7.72,-1.81,-7.22,0.36,-0.63,0.080330007
2023m06,2.84,24.66,10.69,6.42,5.91,4.63,7.89,4.66,2.61,6.46,1.34,-0.26,2.19,-1.61,0.4,-2.38,0.34347447
2023m07,2.32,2.73,3.19,7.34,4.3,0.98,2.28,-0.11,2.79,3.21,2.86,4.11,-0.57,0.57,0.45,-3.99,0.56197044
2023m08,-3.77,-4.31,-2.37,1.95,-1.68,0.14,-0.4,-0.22,-5.29,-2.39,-3.65,-1.06,3.44,-2.36,0.45,3.77,0.275336326
2023m09,-4.57,-2.58,-7.08,3.17,-5.98,-3.22,-5.68,-4.71,-5.04,-5.24,-1.81,1.51,1.87,-0.82,0.43,0.25,0.948100837
2023m10,-3.53,-17.88,-2.76,-6.24,-1.78,-0.18,0.47,-4.58,1.12,-3.19,-4.05,0.18,2.47,-0.65,0.47,1.75,0.212030934
2023m11,5.02,15.76,8.68,-1.29,11.96,6.97,7.18,5.87,5.08,8.84,-0.11,1.65,-3.92,-1,0.44,2.8,0.887295948
2023m12,3.53,6.61,6.35,0.18,4.7,2.26,5.9,6.9,1.69,4.87,7.33,4.95,-3.07,1.31,0.43,-5.51,0.213468642
2024m01,-1.77,-17.91,-1.22,-0.11,3.04,4.53,1.28,3.52,-3,0.7,-5.74,-2.38,0.69,-0.95,0.47,5.1,0.671075354
2024m02,1.92,7.21,5.26,2.95,6.15,-2.72,9.46,4.63,2.43,5.06,-0.78,-3.49,-1.99,-2.14,0.42,4.92,0.500488471
2024m03,2.99,-5.56,4.48,10.32,2.42,3.08,2.63,2.19,7.03,2.83,-1.16,4.2,1.49,1.17,0.43,-0.4,0.693004128
2024m04,-1.54,-0.96,-3.87,-0.63,-4.39,-6.52,-4.73,-5.86,1.57,-4.67,-2.55,-0.52,1.49,-0.3,0.47,-0.52,0.798567537
2024m05,1.38,-0.75,2.93,-0.49,8.03,3.74,2.45,3.14,8.01,4.34,0.59,-1.33,3.21,-2.87,0.44,-0.03,0.025035454
